Creator,Year,MonthText,Title,tags,url
Remo Franceschini,1993,1,A Matter of Honor,1990s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1461
Terence K. McKenna,1993,1,Being an Account of the Author's Extraordinary Adventures in the Devil's Paradise,1990s;Amazon;Printed;South America;SS-Horowitz Collection;SS-Previous Collection;Terence McKenna;Working-Leary,http://cannabismuseum.com/omeka/api/items/7810
Michael Starks,1993,1,"Marijuana Chemistry: Genetics, Processing, Potency",1990s;GuestRoom5-3;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/1607
Rebecca McClen Novick,1993,1,Mavericks of the Mind,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7643
K.T. Achaya,1993,1,Ghani: The Traditional Oilmill of India,1990s;GuestRoom5-3;Printed,http://cannabismuseum.com/omeka/api/items/1293
Saunie Salyer,1993,1,Laughing Gas,1990s;GuestRoom4-3;Medical;Printed,http://cannabismuseum.com/omeka/api/items/1189
Jonathan Ott,1993,1,"Pharmacotheon: Entheogenic Drugs, Their Plant Sources and History",1990s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1618
John Hubner,1993,1,Bottom feeders,1990s,http://cannabismuseum.com/omeka/api/items/1140
Michka,1993,1,Le Cannabis Est-Il Une Drogue: Petite Histoire Du Chanvre,1990s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/1346
Michka,1993,1,Le Cannabis Est-Il Une Drogue: Petite Histoire Du Chanvre,1990s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/1517
Ken Keyes,1993,1,Prescriptions for Happiness,1990s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1738
Clarke,1993,1,Marijuana Botany: Propagation and Breeding of Distintive Cannabis,1990s;GuestRoom1-4;Printed,http://cannabismuseum.com/omeka/api/items/1868
Peter McWilliams,1992,1,Portraits: A Book of Photographs,1990s;GuestRoom6-2;Printed,http://cannabismuseum.com/omeka/api/items/1652
Queen Mu,1992,1,"Mondo 2000: A User's Guide to the New Edge : Cyberpunk, Virtual Reality, Wetware, Designer Aphrodisiacs, Artificial Life, Techno-Erotic Paganism, an",Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7863
K. Ajram,1992,1,The Miracle of Islamic Science,1990s;GuestRoom3-6;Printed,http://cannabismuseum.com/omeka/api/items/1444
K. Ajram,1992,1,Incredible Islamic Scientists,1990s;GuestRoom3-6;Printed,http://cannabismuseum.com/omeka/api/items/1446
Jonathan Ott,1992,1,Persephone's Quest,1990s;Gordon Wasson;Printed;Religion;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7714
Jimmy Buffett,1992,1,Where Is Joe Merchant?,1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1726
Richard Esposito,1992,1,Dead on Delivery,1990s;GuestRoom2-7;Printed;War on Drugs,http://cannabismuseum.com/omeka/api/items/1560
Ralph Blumenthal,1992,1,THE GOTTI TAPES (Sammy the Bull Gravano),1990s;GuestRoom3-2;Printed,http://cannabismuseum.com/omeka/api/items/1737
Barry Blinderman,1992,1,Keith Haring: Future Primeval,1990s;Painting;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7634
Martin Short,1992,1,Lundy: The Destruction of Scotland Yard's Finest Detective,1990s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1378
Byron Nelson,1992,1,Harvey Penick's Little Red Book,1990s;GuestRoom6-2;Printed,http://cannabismuseum.com/omeka/api/items/1354
Terence Mckenna,1992,1,The Archaic Revival,1990s;Amazon;GuestRoom3-2;Mysticism;Printed;South America,http://cannabismuseum.com/omeka/api/items/2001
James Harvey Young,1992,1,American health quackery,HannahBkShelf-54;Printed,http://cannabismuseum.com/omeka/api/items/6115
Thomas Szasz,1992,1,Our Right to Drugs: The Case for a Free Market,1990s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1196
Ralph A. Weisheit,1992,1,Domestic Marijuana Vol. 35 : A Neglected Industry,1990s;GuestRoom1-6;Printed,http://cannabismuseum.com/omeka/api/items/1841
Ralph A. Weisheit,1992,1,Domestic Marijuana Vol. 35 : A Neglected Industry,1990s;GuestRoom1-6;Printed,http://cannabismuseum.com/omeka/api/items/1844
Wavy Gravy,1992,1,Something Good for a Change,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7715
Robert A. Wilson,1992,1,Reality is What You Can Get Away With,1990s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7916
Neil Postman,1992,1,"Conscientious Objections: Stirring Up Trouble About Language, Technology and Education",1990s;GuestRoom1-4;Printed,http://cannabismuseum.com/omeka/api/items/1142
Jack Herer,1992,1,Hemp & the Marijuana Conspiracy,1990s;GuestRoom2-6;NewHo;Printed;Prnted,http://cannabismuseum.com/omeka/api/items/1364
Jack Herer,1992,1,Hemp & the Marijuana Conspirac,1990s;GuestRoom2-6;Printed,http://cannabismuseum.com/omeka/api/items/1590
Terence Mckenna,1992,1,"Food of the Gods: The Search for the Original Tree of Knowledge A Radical History of Plants, Drugs, and Human Evolution",1990s;Drug Abuse;GuestRoom2-4;Hallucinogenic Drugs;History;Printed;Religion;Religious Experience,http://cannabismuseum.com/omeka/api/items/2006
Bruce Shlain,1992,1,Acid Dreams,1990s;Acid;LSD;NewHo;Printed;Prnted;Psychedelic;Temp7/14New,http://cannabismuseum.com/omeka/api/items/2002
Peter Stafford,1992,1,Psychedelics Encyclopedia,1990s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1613
Michael Aldrich,1992,1,Marijuana & AIDS,1990s;GuestRoom2-2;Printed,http://cannabismuseum.com/omeka/api/items/1240
Peter McWilliams,1992,1,Life 101: Everything We Wish We Had Learned about Life in School-- But Didn't,1990s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1309
John Cummings,1992,1,Goombata: The Improbable Rise and Fall of John Gotti and His Gang,1990s;GuestRoom3-1;Printed,http://cannabismuseum.com/omeka/api/items/1380
Peter McWilliams,1992,1,Do It!: Let's Get Off Our Buts,1990s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1664
Arnold S. Trebach  Drug Policy Foundation,1991,1,New Frontiers in Drug Policy,1990s;Drug Policy Reform,http://cannabismuseum.com/omeka/api/items/1428
Arnold S. Trebach  Drug Policy Foundation,1991,1,New Frontiers in Drug Policy,1990s;Drug Policy Reform;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5745
Strausbaugh & Blaise,1991,1,"The Drug User: Documents, 1840-1960",1840s;1960s;1990s;Drug Use;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7632
Judy Osburn,1991,1,Spectre of Forfeiture,1990s,http://cannabismuseum.com/omeka/api/items/1990
Judy Osburn,1991,1,Spectre of Forfeiture,1990s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5819
Monika Jenson Stevenson,1991,1,Kiss The Boys Goodbye: How The United States Betrayed Its Own Pows In Vietnam,1990s;GuestRoom7-2;Printed,http://cannabismuseum.com/omeka/api/items/1641
Paul Eddy,1991,1,The Pursuit of the Drug Smuggler Who Couldn't Be Caught by the Agent Who Wouldn't Quit,1990s;Afghanistan;Brotherhood of Eternal Love;Cannabis;CIA;DEA;Drug;England;GuestRoom2-7;Hashish;Ireland;Lebanon;London;Mafia;New York;Pakistan;Printed;Smuggling,http://cannabismuseum.com/omeka/api/items/1163
Lionel Bender,1991,1,Invention (Eyewitness),1990s,http://cannabismuseum.com/omeka/api/items/2092
Lionel Bender,1991,1,Invention (Eyewitness),,http://cannabismuseum.com/omeka/api/items/6166
Kim Wozencraft,1991,1,Rush,1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1736
Alfred W. McCoy,1991,1,The Politics of Heroin: Central Intelligence Agency Complicity in the Global Drug Trade,1990s;CIA;GuestRoom2-7;Heroin;Printed,http://cannabismuseum.com/omeka/api/items/1180
A.C.M. Jansen,1991,1,Cannabis in Amsterdam: A Geography of Hashish and Marijuana,1990s;GuestRoom2-6;Hash;Hasheesh;Hashish;Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/1512
Thomas Peter Dykeman Elias,1990,1,Edible Wild Plants,1990s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1399
Adele Getty,1990,1,Goddess,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7700
Michael Levine,1990,1,Deep Cover,1990s;GuestRoom3-1;Printed,http://cannabismuseum.com/omeka/api/items/1649
Michael Levine,1990,1,Deep Cover,1990s;GuestRoom3-1;Printed,http://cannabismuseum.com/omeka/api/items/1981
Timothy Leary,1990,1,The Politics of Ecstasy,1990s;Ecstasy;GuestRoom1-2;MDMA;Printed,http://cannabismuseum.com/omeka/api/items/1928
Ed Rosenthal,1990,1,Marijuana Grower's Guide,1990s;GuestRoom5-2;Printed,http://cannabismuseum.com/omeka/api/items/2042
Timothy Leary,1990,1,The Politics of Ecstasy,1990s;Biography;Ecstasy;Hallucinogenic Drugs;Medical;Printed;Public Health;Religious Experience;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7780
Francis Jeffrey,1990,1,"John Lilly, So Far...",1990s;John Lilly;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7793
Cookie Mueller,1990,1,Walking Through Clear Water in a Pool Painted Black (Native Agents),1990s;LSD;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7829
Abbie Hoffman,1990,1,"The Best of Abbie Hoffman: Selections from ""Revolution for the Hell of It"", ""Woodstock Nation"", ""Steal This Book"" and New Writings",1990s;GuestRoom1-4;Printed,http://cannabismuseum.com/omeka/api/items/1234
Steve Wall,1990,1,Wisdomkeepers: Meetings With Native American Spiritual Elders (The Earthsong Collection),1990s;GuestRoom1-3;Printed,http://cannabismuseum.com/omeka/api/items/1360
Richard Stratton,1990,1,Smack Goddess: A Novel,1990s;Crime;GuestRoom7-1;Marijuana;Norman Mailer;Printed,http://cannabismuseum.com/omeka/api/items/1699
Arnold S. Trebach,1990,1,Drug Prohibition and the Conscience of Nations,1990s;GuestRoom2-7;Printed,http://cannabismuseum.com/omeka/api/items/1741
Arnold S. Trebach,1990,1,Drug Prohibition and the Conscience of Nations,1990s;GuestRoom2-7;Printed;Prohibition,http://cannabismuseum.com/omeka/api/items/1762
Arnold S. Trebach,1990,1,Drug Prohibition and the Conscience of Nations,1990s;GuestRoom2-7;Printed,http://cannabismuseum.com/omeka/api/items/1767
Arnold S. Trebach,1990,1,Drug Prohibition and the Conscience of Nations,1990s;GuestRoom2-7;Printed;Prohibition,http://cannabismuseum.com/omeka/api/items/1768
Kevin B. Zeese,1990,1,The Great Issues of Drug Policy,HannahBkShelf-33;Printed,http://cannabismuseum.com/omeka/api/items/6329
Barry Miles,1990,1,A Biography,1990s;Allen Ginsberg;Biography;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7821
Snyder Gary,1990,1,The practice of the wild,1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1679
Jack Katz,1990,1,Seductions of Crime,1990s,http://cannabismuseum.com/omeka/api/items/1734
Leo Perutz,1990,1,Saint Peter's Snow,GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/2253
Robert C. Randall,1990,1,Cancer treatment & marijuana therapy,1990s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1188
Robert C. Randall,1990,1,Cancer Treatment & Marijuana Therapy,1990s;GuestRoom4-4;Marijuana;Printed;Therapy;Treatment,http://cannabismuseum.com/omeka/api/items/1443
Bruce K. Alexander,1990,1,"Peaceful Measures: Canada's Way Out of the ""War on Drugs""",1990s;Canada;GuestRoom2-3;Ontario;Printed;Toronto,http://cannabismuseum.com/omeka/api/items/1451
Robert C. Randall,1990,1,Cancer Treatment & Marijuana Therapy,1990s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/2077
Alex Grey,1990,1,The Visionary Art of Alex Grey,1990s;Alex Grey;Art;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7719
Tony Lesce,1990,1,Escape from controlled custody,1990s,http://cannabismuseum.com/omeka/api/items/1495
Tony Lesce,1990,1,Escape from Controlled Custody,1990s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5758
Barry Silesky,1990,1,the Artist in His Time,Lawrence Ferlinghetti;Poetry;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7879
Carolyn Cassady,1990,1,"Off the Road: My Years With Cassady, Kerouac, and Ginsberg",1950s;1990s;Allen Ginsberg;Beat Generation;Biography;GuestRoom7-1;Jack Kerouac;Neal Cassady;Printed,http://cannabismuseum.com/omeka/api/items/2237
T.C. Boyle,1990,1,Budding Prospects: A Pastoral (Contemporary American Fiction),1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1194
T.C. Boyle,1990,1,Budding Prospects: A Pastoral (Contemporary American Fiction),1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1227
Lineaus H. Lorette,1990,1,Communitarianism,1990s,http://cannabismuseum.com/omeka/api/items/1769
Lineaus H. Lorette,1990,1,Communitarianism,1990s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5791
John-Roger McWilliams,1990,1,Life 101,1990s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1307
Michael Moore,1990,1,"Medicinal Plants of the Desert and Canyon West: A Guide to Identifying, Preparing, and Using Traditional Medicinal Plants Found in the Deserts and C",1990s;GuestRoom4-2;Printed,http://cannabismuseum.com/omeka/api/items/1584
David Ross Brower,1990,1,For Earth's Sake,1990s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1582
Patricia Lawford,1990,1,Peter Lawford Story,1990s;GuestRoom6-2;Printed,http://cannabismuseum.com/omeka/api/items/1717
Michael Levine,1990,1,Deep Cover,1990s,http://cannabismuseum.com/omeka/api/items/1850
Paul Theroux,1990,1,My Secret History,1990s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1371
Jim Morrison,1989,1,"Wilderness: The Lost Writings of Jim Morrison,  Volume 1",1980s;California;GuestRoom7-1;Jim Morrison;Poetry;Printed,http://cannabismuseum.com/omeka/api/items/1280
Nolo Press,1989,1,WillMaker,1980s;GuestRoom2-1;Printed,http://cannabismuseum.com/omeka/api/items/1324
Robert Crumb,1989,1,The Complete Crumb Comics Vol. 4: Mr Sixties,1980s;Printed;Robert Crumb;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7667
William Deverell,1989,1,Mindfield,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7679
Smith,1989,1,Hashish Eater,1980s;Hash;Hasheesh;Hashish,http://cannabismuseum.com/omeka/api/items/2113
Musaios,1989,1,The Lion Path: You Can Take It With You,1980s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7830
Frank Waters,1989,1,Mexico Mystique: Coming 6Th World Of Consciousness,1980s;GuestRoom3-4;Printed,http://cannabismuseum.com/omeka/api/items/1498
Madeleine Singer,1989,1,Insights,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7880
Ronald K. Siegel Ph.D.,1989,1,Intoxication,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7878
Bottom Line Personal Experts,1989,1,The Book of Inside Information,1980s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1219
Lewis Sanders,1989,1,What a long strange trip it's been,1980s,http://cannabismuseum.com/omeka/api/items/1241
Lewis Sanders,1989,1,What a Long Strange Trip it's Been,1980s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5725
John Thorndike,1989,1,The Potato Baron,1980s;GuestRoom7-2;Printed,http://cannabismuseum.com/omeka/api/items/1416
Gordon Thomas,1989,1,Journey Into Madness: The True Story of Secret CIA Mind Control and Medical Abuse,1980s,http://cannabismuseum.com/omeka/api/items/1167
Burt Rapp,1989,1,Deep Cover,1980s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1492
Donald Hall,1989,1,Dock Ellis in the Country of Baseball,1980s;Baseball;Baseball Pitcher;Dock Ellis;LSD;No-hitter;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7726
Peter Collier,1989,1,The Rockefellers,1980s;Cabinet 7 Row 3;GuestRoom7-3;Printed,http://cannabismuseum.com/omeka/api/items/1521
Jeffrey S. Bland,1989,1,Fats and Oils: The Complete Guide to Fats and Oils in Health and Nutrition,1980s;Printed;TempREREScan;TempREscan,http://cannabismuseum.com/omeka/api/items/1198
Harold S. Long,1988,1,Making Crime Pay,1980s;GuestRoom3-1;Printed,http://cannabismuseum.com/omeka/api/items/1494
Alexander Cockburn,1988,1,Corruptions of empire,1980s;Cabinet 7 Row 3;GuestRoom7-3;Printed;Ronald Reagan,http://cannabismuseum.com/omeka/api/items/1739
Bill Buford,1988,1,Granta 24: Inside Intelligence,1980s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1190
Jay Stevens,1988,1,Storming Heaven:  LSD and the American Dream,1980s;Acid;LSD;NewHo;Prnted;Psychedelic,http://cannabismuseum.com/omeka/api/items/1610
Jay Stevens,1988,1,Storming Heaven:  LSD and the American Dream,1980s;Acid;GuestRoom1-4;LSD;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/1994
Michael Lennon,1988,1,Conversations with Norman Mailer,1980s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1683
Annie Gottlieb,1988,1,Do You Believe in Magic? Bringing the Sixties Back Home (A Fireside Book),1980s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1692
Sara Walden,1988,1,The Cocaine Wars,1980s,http://cannabismuseum.com/omeka/api/items/1401
Lubert Stryer,1988,1,Biochemistry,1980s;GuestRoom3-6;Printed,http://cannabismuseum.com/omeka/api/items/1600
Paladin Press,1988,1,DEA Stash and Hideout Handbook,1980s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1455
Robert Anton Wilson,1988,1,Sex and Drugs,1980s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7920
Nikos Stangos,1988,1,Thames and Hudson Dictionary of Art and Artists (World of Art),1980s,http://cannabismuseum.com/omeka/api/items/1723
Nikos Stangos,1988,1,Thames and Hudson Dictionary of Art and Artists (World of Art),1980s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5787
Richard Evans Schultes,1988,1,Where the Gods Reign,Columbia;Printed;South America;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7874
Nancy Appleton Ph.D.,1988,1,Lick the Sugar Habit,1980s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1210
Frank Mel,1988,1,Marijuana Grower's Insider's Guide,1980s;GuestRoom5-2;Printed,http://cannabismuseum.com/omeka/api/items/2079
